Moyenne_Generale,Note_Maths,Note_Physique,Note_Francais,Filiere_Bac,Recommendation
18.89,17.86,15.79,12.06,SM-B,Medecine / Pharmacie
13.11,12.41,15.5,13.94,PC,FST
10.9,11.05,11.94,14.32,SVT,Faculté (Licence Fondamentale)
13.64,17.67,17.57,13.23,SM-A,ENSA / ENSAM
12.66,11.38,15.31,13.13,PC,FST
12.34,6.49,15.17,13.43,Eco-Gestion,ENCG
14.84,14.76,18.73,11.11,PC,ENSA / ENSAM
15.27,17.15,14.78,12.45,SM-A,CPGE (Prépas)
11.41,12.46,19.33,11.87,PC,FST
11.27,14.1,5.37,16.54,Eco-Gestion,FST
12.17,16.1,16.19,12.32,PC,ENSA / ENSAM
10.0,13.2,17.87,7.71,SVT,ENSA / ENSAM
10.0,15.56,14.18,12.94,PC,ENSA / ENSAM
17.1,11.26,9.72,12.97,SVT,FST
17.93,11.73,18.06,7.62,PC,FST
12.25,13.62,10.02,9.49,Eco-Gestion,ENCG
14.73,16.4,11.89,13.12,SM-B,CPGE (Prépas)
13.93,13.15,15.92,10.23,SM-B,ENSA / ENSAM
20.0,10.65,11.88,10.68,SVT,FST
16.36,11.83,6.46,14.89,SVT,FST
12.62,19.53,20.0,13.27,SM-B,ENSA / ENSAM
10.13,14.36,5.66,17.51,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,14.33,9.55,16.71,Eco-Gestion,Faculté (Licence Fondamentale)
13.61,13.49,15.08,14.43,PC,ENSA / ENSAM
10.73,8.81,14.06,9.83,SVT,Faculté (Licence Fondamentale)
10.0,8.85,8.27,15.28,Eco-Gestion,Faculté (Licence Fondamentale)
11.06,14.77,12.3,11.18,SM-A,FST
10.0,13.94,13.64,9.54,PC,ENSA / ENSAM
18.06,18.22,14.28,12.03,PC,Medecine / Pharmacie
15.64,15.27,14.16,14.86,SM-B,CPGE (Prépas)
12.98,14.84,10.08,9.29,SVT,FST
17.44,15.82,10.71,18.19,Eco-Gestion,CPGE (Prépas)
13.23,5.26,11.59,18.76,Eco-Gestion,ENCG
10.42,13.29,15.55,13.89,PC,ENSA / ENSAM
17.57,10.32,10.06,11.99,SVT,FST
14.62,10.12,14.69,14.38,SVT,FST
10.0,12.75,13.43,12.21,SVT,Faculté (Licence Fondamentale)
12.43,14.45,13.79,13.01,SM-B,ENSA / ENSAM
10.37,8.82,9.5,11.45,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,18.37,2.68,12.46,SVT,Faculté (Licence Fondamentale)
15.78,19.45,15.24,15.26,SM-B,CPGE (Prépas)
18.73,16.2,13.67,6.27,SM-A,CPGE (Prépas)
10.0,14.41,14.45,10.6,PC,ENSA / ENSAM
14.69,10.5,16.23,20.0,Eco-Gestion,ENCG
11.05,12.65,9.61,9.47,Eco-Gestion,FST
11.54,14.94,19.57,12.26,PC,ENSA / ENSAM
11.22,11.24,16.34,15.96,SM-A,FST
10.41,12.83,15.35,14.35,SM-B,Faculté (Licence Fondamentale)
13.15,13.85,14.42,16.05,PC,ENSA / ENSAM
10.51,15.19,12.03,6.85,SM-B,Faculté (Licence Fondamentale)
13.81,18.52,16.23,13.26,SM-B,ENSA / ENSAM
12.85,15.12,13.94,9.77,SM-B,ENSA / ENSAM
12.28,15.14,10.76,10.79,SM-A,FST
10.28,15.38,16.22,12.88,SM-A,ENSA / ENSAM
11.27,17.59,17.7,16.17,SM-B,ENSA / ENSAM
15.27,13.41,11.04,10.06,SVT,FST
14.5,14.22,16.04,14.03,Eco-Gestion,ENSA / ENSAM
10.07,19.83,11.95,9.54,SM-A,Faculté (Licence Fondamentale)
13.3,14.57,11.79,16.94,SVT,FST
15.25,11.95,8.4,12.36,SVT,FST
10.0,7.4,7.61,15.92,Eco-Gestion,Faculté (Licence Fondamentale)
14.63,17.75,15.73,7.84,SM-B,CPGE (Prépas)
11.01,10.92,7.33,16.53,SVT,FST
14.71,10.25,7.74,13.09,SVT,FST
10.71,10.08,15.45,10.8,SVT,Faculté (Licence Fondamentale)
10.0,13.2,10.69,12.91,SM-B,Faculté (Licence Fondamentale)
10.0,14.88,12.14,16.57,SM-B,Faculté (Licence Fondamentale)
13.14,17.33,14.94,17.09,SM-A,ENSA / ENSAM
13.78,17.33,13.35,9.88,SM-A,ENSA / ENSAM
10.29,14.45,12.19,13.51,SVT,Faculté (Licence Fondamentale)
14.92,14.31,16.22,10.73,SM-B,ENSA / ENSAM
10.0,15.8,17.89,11.02,SM-B,ENSA / ENSAM
12.8,7.28,7.84,15.98,Eco-Gestion,ENCG
10.0,12.76,10.61,11.47,SVT,Faculté (Licence Fondamentale)
11.04,16.97,13.3,13.92,SM-A,ENSA / ENSAM
13.14,9.81,8.31,11.09,Eco-Gestion,ENCG
10.42,15.25,14.9,13.71,SM-B,ENSA / ENSAM
11.85,8.62,13.38,11.83,SM-A,FST
16.02,16.52,7.76,13.49,SVT,CPGE (Prépas)
11.27,18.99,12.37,14.18,SM-B,FST
15.51,9.59,9.49,10.59,SVT,FST
10.0,9.8,19.17,15.53,Eco-Gestion,Faculté (Licence Fondamentale)
14.59,15.31,12.48,8.18,Eco-Gestion,CPGE (Prépas)
17.32,13.18,14.22,10.44,Eco-Gestion,ENSA / ENSAM
10.0,15.93,17.41,18.56,PC,ENSA / ENSAM
10.61,10.75,7.71,11.92,SVT,Faculté (Licence Fondamentale)
14.73,16.31,5.51,6.79,Eco-Gestion,CPGE (Prépas)
12.39,12.27,9.67,13.02,Eco-Gestion,ENCG
14.11,14.84,9.34,7.38,SVT,FST
11.19,18.13,8.01,9.82,Eco-Gestion,FST
13.26,15.31,9.85,12.81,SVT,FST
12.53,16.97,17.17,12.0,SM-B,ENSA / ENSAM
16.5,16.56,4.59,15.28,SVT,CPGE (Prépas)
13.76,9.48,15.12,13.43,SVT,FST
14.01,12.65,17.33,15.68,PC,FST
11.76,17.28,12.94,11.55,SM-B,FST
11.54,13.99,15.92,15.25,PC,ENSA / ENSAM
11.7,5.96,12.0,12.13,Eco-Gestion,FST
14.18,9.48,8.77,12.36,SVT,FST
11.74,8.8,13.6,10.37,SM-B,FST
13.87,15.07,14.39,12.35,PC,ENSA / ENSAM
19.23,16.63,13.98,15.71,SVT,CPGE (Prépas)
15.61,15.0,16.09,12.3,SM-A,ENSA / ENSAM
12.02,13.61,16.82,11.21,PC,ENSA / ENSAM
16.6,18.99,14.68,14.86,SM-B,Medecine / Pharmacie
11.78,16.91,18.06,8.77,PC,ENSA / ENSAM
10.0,14.89,17.7,15.68,PC,ENSA / ENSAM
10.0,11.77,14.69,15.98,PC,Faculté (Licence Fondamentale)
10.0,9.71,10.1,17.73,Eco-Gestion,Faculté (Licence Fondamentale)
11.95,15.9,13.55,10.37,SM-A,ENSA / ENSAM
13.06,16.67,12.33,12.26,SM-B,FST
18.03,16.67,17.6,15.0,SM-B,Medecine / Pharmacie
13.98,14.57,17.36,12.1,SM-B,ENSA / ENSAM
12.34,8.29,10.48,17.31,SVT,FST
15.49,16.33,15.03,17.91,SM-B,CPGE (Prépas)
10.0,13.14,12.43,8.15,SM-B,Faculté (Licence Fondamentale)
13.71,16.75,15.33,17.63,SM-A,ENSA / ENSAM
15.31,12.73,9.79,13.01,SVT,FST
10.0,12.35,5.98,20.0,SVT,Faculté (Licence Fondamentale)
16.43,15.04,16.42,14.85,PC,CPGE (Prépas)
14.02,14.13,10.58,11.11,Eco-Gestion,ENCG
11.75,13.8,12.16,10.57,SVT,FST
14.9,16.26,11.88,15.19,SVT,CPGE (Prépas)
19.81,18.78,15.04,13.95,SM-A,Medecine / Pharmacie
13.55,17.62,13.55,13.16,SM-B,ENSA / ENSAM
13.74,12.38,8.13,19.95,SVT,FST
11.62,7.78,7.11,16.94,SVT,FST
10.45,14.14,7.92,14.82,Eco-Gestion,Faculté (Licence Fondamentale)
15.49,18.94,14.94,20.0,SM-A,CPGE (Prépas)
10.43,6.83,13.08,16.5,Eco-Gestion,Faculté (Licence Fondamentale)
13.21,14.67,10.39,12.13,SVT,FST
11.57,13.33,13.45,14.81,SVT,ENSA / ENSAM
14.44,18.08,12.96,12.32,SM-A,CPGE (Prépas)
14.0,12.12,15.23,16.05,PC,FST
16.11,14.22,20.0,13.58,PC,Medecine / Pharmacie
11.47,12.18,11.32,11.09,SVT,FST
12.19,11.83,14.38,13.34,SVT,FST
10.06,9.62,8.22,11.65,Eco-Gestion,Faculté (Licence Fondamentale)
11.67,12.22,14.58,8.98,Eco-Gestion,FST
14.13,11.04,11.43,7.5,Eco-Gestion,ENCG
15.27,14.33,13.64,10.61,SM-B,ENSA / ENSAM
10.23,12.58,10.52,11.33,SVT,Faculté (Licence Fondamentale)
15.61,16.86,18.45,17.92,SM-B,CPGE (Prépas)
17.07,10.15,17.15,12.47,PC,FST
14.24,12.47,9.81,13.35,SVT,FST
18.63,12.45,9.26,10.31,SVT,FST
10.68,15.1,15.47,14.8,SM-A,ENSA / ENSAM
10.0,14.56,9.52,13.85,SVT,Faculté (Licence Fondamentale)
10.0,15.93,18.33,12.82,PC,ENSA / ENSAM
17.49,11.34,11.57,9.55,SVT,FST
14.96,15.61,16.49,14.93,SM-B,CPGE (Prépas)
12.83,11.19,11.65,10.53,SVT,FST
13.84,17.41,14.84,12.17,SM-B,ENSA / ENSAM
10.0,10.91,10.81,11.66,Eco-Gestion,Faculté (Licence Fondamentale)
20.0,13.97,9.81,17.78,Eco-Gestion,ENCG
13.39,18.93,13.22,13.21,SM-A,ENSA / ENSAM
13.33,10.05,10.02,19.01,SVT,FST
15.18,11.08,12.08,14.62,Eco-Gestion,ENCG
14.44,9.0,8.43,9.38,Eco-Gestion,ENCG
13.67,14.23,9.3,14.63,SM-A,FST
10.63,20.0,15.3,8.75,SM-A,ENSA / ENSAM
14.41,10.07,9.62,9.95,SVT,FST
18.65,17.72,16.62,9.53,SM-B,Medecine / Pharmacie
17.04,14.18,15.58,18.71,SVT,ENSA / ENSAM
17.78,20.0,13.2,20.0,SM-B,Medecine / Pharmacie
11.47,15.29,13.82,13.98,SM-A,ENSA / ENSAM
10.03,12.84,16.8,9.04,PC,Faculté (Licence Fondamentale)
12.62,11.28,14.86,12.83,SVT,FST
13.17,14.28,16.95,16.51,PC,ENSA / ENSAM
16.28,12.69,16.17,12.2,SM-B,FST
10.0,12.5,14.18,9.42,SVT,Faculté (Licence Fondamentale)
17.59,11.97,12.13,11.35,PC,FST
12.53,16.66,15.76,8.98,PC,ENSA / ENSAM
11.72,10.54,6.54,9.62,SVT,FST
10.0,14.78,13.65,16.34,PC,ENSA / ENSAM
10.0,11.79,11.26,12.16,SVT,Faculté (Licence Fondamentale)
15.47,15.55,17.57,14.01,PC,CPGE (Prépas)
13.22,17.13,14.58,14.63,SM-A,ENSA / ENSAM
10.0,10.99,11.01,12.18,SVT,Faculté (Licence Fondamentale)
10.0,15.09,13.62,14.4,SM-A,ENSA / ENSAM
11.99,15.93,14.51,9.23,Eco-Gestion,ENSA / ENSAM
18.01,18.58,14.36,14.8,SM-A,Medecine / Pharmacie
12.22,12.19,16.28,13.94,PC,FST
10.0,13.03,16.22,17.04,SM-B,ENSA / ENSAM
12.26,15.65,17.72,12.43,SM-A,ENSA / ENSAM
12.18,17.7,10.56,20.0,SM-A,FST
10.0,18.99,14.43,7.08,SM-A,ENSA / ENSAM
12.84,16.58,12.11,14.33,SM-B,FST
12.31,16.82,13.12,16.36,SM-B,ENSA / ENSAM
15.09,17.61,16.95,13.03,SM-A,CPGE (Prépas)
18.55,7.75,13.93,12.19,Eco-Gestion,ENCG
16.38,13.22,17.7,19.3,SM-B,ENSA / ENSAM
12.19,15.92,19.32,13.27,SM-B,ENSA / ENSAM
10.0,15.24,13.74,17.91,SM-B,ENSA / ENSAM
20.0,9.66,13.21,11.32,SVT,FST
13.18,15.08,17.06,11.86,SM-A,ENSA / ENSAM
13.04,10.79,14.4,17.79,Eco-Gestion,ENCG
12.93,17.29,13.69,11.47,SM-B,ENSA / ENSAM
13.59,12.24,11.96,10.04,SVT,FST
12.57,15.45,16.17,7.85,PC,ENSA / ENSAM
11.28,12.14,14.99,12.78,PC,FST
11.36,19.78,15.48,10.48,SM-B,ENSA / ENSAM
12.9,12.66,9.94,13.97,Eco-Gestion,ENCG
11.37,13.74,14.63,12.93,Eco-Gestion,ENSA / ENSAM
10.86,19.28,16.82,10.88,SM-A,ENSA / ENSAM
13.32,20.0,15.65,10.49,SM-B,ENSA / ENSAM
12.24,17.31,20.0,12.9,PC,ENSA / ENSAM
17.51,14.99,14.66,15.14,SM-A,ENSA / ENSAM
10.0,15.83,12.71,13.31,Eco-Gestion,Faculté (Licence Fondamentale)
16.27,19.0,14.37,16.09,SM-A,Medecine / Pharmacie
16.74,13.42,16.86,12.66,PC,ENSA / ENSAM
10.0,11.83,9.87,17.03,Eco-Gestion,Faculté (Licence Fondamentale)
11.97,9.8,8.78,19.36,SVT,FST
11.89,14.93,3.84,11.3,SVT,FST
10.0,12.38,13.1,3.58,SM-B,Faculté (Licence Fondamentale)
10.67,15.73,12.72,13.18,SM-A,Faculté (Licence Fondamentale)
10.0,7.12,11.25,11.76,Eco-Gestion,Faculté (Licence Fondamentale)
18.26,19.0,17.82,15.36,SM-B,Medecine / Pharmacie
15.81,15.35,18.97,8.34,SM-A,CPGE (Prépas)
16.81,11.19,15.83,19.76,PC,FST
15.17,11.39,10.45,8.67,Eco-Gestion,ENCG
10.0,17.89,16.91,15.37,SM-A,ENSA / ENSAM
11.43,10.11,8.88,9.12,Eco-Gestion,FST
14.47,16.17,12.84,9.47,SM-A,CPGE (Prépas)
10.0,13.15,15.02,11.39,PC,ENSA / ENSAM
15.14,13.4,11.24,12.14,Eco-Gestion,ENCG
12.28,12.55,8.03,13.32,SVT,FST
11.88,14.3,12.99,15.99,PC,FST
15.13,14.24,15.18,16.49,SM-A,ENSA / ENSAM
14.33,14.78,11.1,11.91,Eco-Gestion,ENCG
11.92,15.9,17.35,11.14,PC,ENSA / ENSAM
16.48,14.41,10.86,13.46,SM-A,FST
10.0,11.75,14.41,14.08,SVT,Faculté (Licence Fondamentale)
14.85,16.0,8.91,16.41,SVT,CPGE (Prépas)
14.78,14.94,16.56,8.62,SM-A,ENSA / ENSAM
12.07,12.71,5.05,12.2,SVT,FST
13.98,14.88,14.96,9.85,PC,ENSA / ENSAM
10.0,14.54,10.69,11.53,SVT,Faculté (Licence Fondamentale)
15.77,16.08,20.0,16.46,SM-B,CPGE (Prépas)
12.45,15.49,12.31,13.5,SVT,FST
11.43,11.21,13.64,11.56,SM-B,FST
16.15,6.38,7.53,7.06,Eco-Gestion,ENCG
10.89,13.92,17.64,16.32,PC,ENSA / ENSAM
10.0,13.24,8.11,7.2,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,6.73,7.19,10.33,Eco-Gestion,Faculté (Licence Fondamentale)
14.82,11.52,7.96,14.02,SVT,FST
10.0,11.3,11.03,16.42,SVT,Faculté (Licence Fondamentale)
18.26,8.46,12.26,12.96,SVT,FST
10.0,11.0,13.66,15.64,Eco-Gestion,Faculté (Licence Fondamentale)
18.09,12.11,15.64,13.84,PC,FST
13.63,13.45,17.17,13.84,PC,ENSA / ENSAM
12.71,19.67,11.94,12.63,SM-B,FST
11.37,14.18,16.21,8.15,SM-A,ENSA / ENSAM
14.2,14.69,14.74,10.8,PC,ENSA / ENSAM
12.89,7.66,9.6,16.25,SVT,FST
16.31,15.95,16.26,17.99,SM-B,Medecine / Pharmacie
13.34,12.79,9.32,14.4,SVT,FST
13.45,10.37,9.49,8.44,Eco-Gestion,ENCG
11.91,14.78,9.84,13.55,Eco-Gestion,FST
12.83,8.89,12.31,10.71,SVT,FST
13.92,13.72,17.76,15.37,PC,ENSA / ENSAM
10.0,15.96,11.46,20.0,SM-A,Faculté (Licence Fondamentale)
10.0,17.24,13.17,10.74,SVT,ENSA / ENSAM
15.23,13.77,14.91,16.79,PC,ENSA / ENSAM
13.51,16.53,13.43,11.59,SM-B,ENSA / ENSAM
12.45,15.36,15.8,17.58,SVT,ENSA / ENSAM
13.06,17.51,14.49,3.28,SM-B,ENSA / ENSAM
14.04,14.59,16.0,13.42,PC,ENSA / ENSAM
11.38,14.11,13.35,14.67,PC,ENSA / ENSAM
10.67,15.26,17.36,15.84,PC,ENSA / ENSAM
13.59,15.21,15.18,12.79,PC,ENSA / ENSAM
10.06,12.27,11.32,15.99,Eco-Gestion,Faculté (Licence Fondamentale)
14.22,15.29,20.0,19.62,PC,CPGE (Prépas)
10.0,12.24,0.0,16.71,Eco-Gestion,Faculté (Licence Fondamentale)
16.09,14.92,13.4,11.8,SM-A,ENSA / ENSAM
14.42,10.66,12.84,8.32,Eco-Gestion,ENCG
13.77,13.84,15.69,14.87,SM-B,ENSA / ENSAM
15.95,17.28,13.43,10.07,SM-A,CPGE (Prépas)
18.0,14.99,15.48,17.46,SM-B,ENSA / ENSAM
16.04,5.86,10.34,9.0,SVT,FST
10.0,7.04,13.9,14.63,SVT,Faculté (Licence Fondamentale)
10.0,13.35,13.76,11.56,Eco-Gestion,ENSA / ENSAM
11.13,15.13,19.37,12.26,SM-B,ENSA / ENSAM
13.08,14.21,11.02,7.46,SVT,FST
14.55,5.87,9.26,16.17,SVT,FST
10.82,14.36,13.74,10.04,SVT,ENSA / ENSAM
13.56,19.23,13.07,13.64,SM-A,ENSA / ENSAM
10.73,15.98,14.65,17.02,SM-A,ENSA / ENSAM
11.17,12.59,13.3,13.06,PC,FST
10.0,15.2,20.0,15.03,SM-B,ENSA / ENSAM
10.23,10.77,7.83,7.36,SVT,Faculté (Licence Fondamentale)
10.0,13.95,15.23,17.28,SM-B,ENSA / ENSAM
10.07,16.24,16.46,12.03,PC,ENSA / ENSAM
16.16,12.81,9.44,18.16,Eco-Gestion,ENCG
10.15,13.62,15.83,6.35,PC,ENSA / ENSAM
20.0,11.41,13.51,9.8,SVT,FST
14.48,9.75,13.38,8.57,Eco-Gestion,ENCG
13.55,15.17,9.4,11.83,Eco-Gestion,ENCG
10.42,11.75,16.76,20.0,PC,Faculté (Licence Fondamentale)
15.1,14.34,8.41,16.41,SVT,FST
11.27,11.05,15.12,15.42,Eco-Gestion,FST
13.37,8.11,13.99,15.83,PC,FST
20.0,14.3,13.95,11.1,PC,ENSA / ENSAM
12.71,6.28,10.73,19.63,SVT,FST
16.45,15.61,20.0,15.65,PC,Medecine / Pharmacie
10.89,16.05,19.95,14.13,PC,ENSA / ENSAM
12.9,13.63,18.07,17.36,PC,ENSA / ENSAM
18.31,15.04,13.56,13.42,SM-B,CPGE (Prépas)
11.12,17.66,16.6,8.73,SM-A,ENSA / ENSAM
18.44,19.82,13.72,12.2,SM-B,Medecine / Pharmacie
15.12,12.19,20.0,13.73,PC,FST
11.31,14.3,16.73,15.31,SM-A,ENSA / ENSAM
14.9,11.44,13.52,10.52,Eco-Gestion,ENCG
15.92,15.01,10.98,9.03,SM-B,CPGE (Prépas)
14.87,19.62,18.28,13.2,SM-B,CPGE (Prépas)
10.0,19.33,14.68,12.27,SM-B,ENSA / ENSAM
10.82,12.17,10.63,12.35,SVT,Faculté (Licence Fondamentale)
12.26,16.29,16.3,15.14,PC,ENSA / ENSAM
12.78,15.09,12.16,10.09,Eco-Gestion,ENCG
14.86,7.94,11.45,12.49,Eco-Gestion,ENCG
13.53,12.26,10.95,20.0,Eco-Gestion,ENCG
10.0,11.34,12.02,14.0,PC,Faculté (Licence Fondamentale)
14.14,15.25,15.63,14.75,SM-A,CPGE (Prépas)
14.83,18.57,11.99,11.33,SM-B,CPGE (Prépas)
14.68,14.86,17.54,19.58,PC,ENSA / ENSAM
16.24,17.91,14.89,10.33,SM-B,Medecine / Pharmacie
15.5,12.87,14.81,14.97,PC,FST
14.38,16.51,12.35,11.69,SM-B,CPGE (Prépas)
12.79,15.76,16.7,14.71,PC,ENSA / ENSAM
10.0,16.77,18.25,13.71,SM-A,ENSA / ENSAM
14.29,10.84,8.25,13.75,Eco-Gestion,ENCG
13.62,11.12,14.63,12.38,SM-B,FST
13.81,11.27,14.14,15.43,PC,FST
10.0,16.46,15.2,13.92,SM-A,ENSA / ENSAM
10.0,16.19,17.49,13.37,SM-A,ENSA / ENSAM
16.16,7.63,15.89,14.11,Eco-Gestion,ENCG
12.88,12.82,13.49,14.19,PC,FST
15.04,15.77,18.15,11.96,SM-B,CPGE (Prépas)
13.08,9.49,13.69,15.78,SVT,FST
13.09,16.34,16.35,12.89,SM-A,ENSA / ENSAM
15.81,16.47,17.33,14.88,SM-A,CPGE (Prépas)
11.45,11.49,15.06,5.91,Eco-Gestion,FST
13.29,18.1,12.59,11.12,PC,FST
11.61,11.88,10.56,16.02,SVT,FST
11.7,8.83,11.78,11.27,SVT,FST
12.07,12.89,10.81,13.28,SVT,FST
13.67,12.9,14.98,13.86,PC,FST
11.56,17.89,13.8,10.39,SM-B,ENSA / ENSAM
16.77,17.23,14.93,15.49,SM-A,Medecine / Pharmacie
10.32,12.19,12.44,11.4,PC,Faculté (Licence Fondamentale)
12.44,9.7,10.76,11.09,SVT,FST
11.68,17.48,14.42,13.45,SM-A,ENSA / ENSAM
17.34,16.32,15.39,12.93,SM-A,CPGE (Prépas)
13.59,13.53,8.61,17.2,SVT,FST
16.1,11.29,7.07,13.56,SVT,FST
10.0,14.3,16.33,19.63,SM-A,ENSA / ENSAM
13.8,9.64,12.0,7.73,Eco-Gestion,ENCG
15.67,16.91,13.23,11.13,SM-A,CPGE (Prépas)
13.25,13.8,16.46,16.02,SM-B,ENSA / ENSAM
16.2,16.05,13.27,17.77,SM-B,CPGE (Prépas)
11.45,9.75,4.51,14.38,Eco-Gestion,FST
17.23,11.79,17.98,11.86,PC,FST
19.9,17.21,17.8,9.37,SM-A,Medecine / Pharmacie
11.91,14.87,14.85,17.61,SM-B,ENSA / ENSAM
11.66,14.68,13.81,14.43,SM-A,ENSA / ENSAM
17.36,10.27,11.46,8.35,Eco-Gestion,ENCG
17.74,18.64,6.96,12.03,SVT,CPGE (Prépas)
11.43,11.9,16.74,9.03,Eco-Gestion,FST
11.74,17.95,13.27,14.25,Eco-Gestion,ENSA / ENSAM
12.15,9.05,12.71,10.83,Eco-Gestion,ENCG
10.0,18.53,13.06,12.66,SM-B,ENSA / ENSAM
10.24,10.33,8.04,15.22,Eco-Gestion,Faculté (Licence Fondamentale)
10.0,13.61,14.63,7.66,SVT,ENSA / ENSAM
10.7,15.19,18.52,11.65,SVT,ENSA / ENSAM
12.9,17.69,10.21,8.88,SVT,FST
13.7,13.39,18.1,10.49,PC,ENSA / ENSAM
17.65,10.2,12.78,13.01,Eco-Gestion,ENCG
10.0,13.75,11.71,14.44,SVT,Faculté (Licence Fondamentale)
15.95,13.14,16.46,10.22,PC,ENSA / ENSAM
12.36,15.87,9.1,16.39,Eco-Gestion,ENCG
12.85,11.3,11.61,11.52,Eco-Gestion,ENCG
15.02,13.97,11.51,9.83,SM-A,FST
10.0,11.03,11.64,16.03,Eco-Gestion,Faculté (Licence Fondamentale)
14.15,15.11,13.24,8.67,SM-A,CPGE (Prépas)
13.5,16.96,17.77,16.8,SM-B,ENSA / ENSAM
14.48,17.42,16.28,18.09,SM-B,CPGE (Prépas)
13.87,14.66,17.29,12.04,PC,ENSA / ENSAM
20.0,13.28,13.63,12.97,SM-A,ENSA / ENSAM
11.09,16.12,18.85,13.24,SM-B,ENSA / ENSAM
11.41,18.36,14.13,12.06,SM-B,ENSA / ENSAM
11.13,13.34,13.52,14.58,SM-B,ENSA / ENSAM
11.33,12.02,13.83,13.54,Eco-Gestion,FST
11.09,15.3,19.3,12.72,SM-A,ENSA / ENSAM
16.57,18.33,14.2,15.13,SM-B,Medecine / Pharmacie
17.26,17.86,15.42,5.94,SM-A,Medecine / Pharmacie
11.29,12.05,14.69,14.58,SVT,FST
10.5,13.34,5.83,10.84,SVT,Faculté (Licence Fondamentale)
14.41,13.23,12.23,16.64,Eco-Gestion,ENCG
11.34,11.57,12.22,13.05,SVT,FST
14.9,12.03,11.49,14.29,PC,FST
13.61,16.35,13.76,8.14,SM-A,ENSA / ENSAM
10.0,17.26,14.47,14.67,SM-B,ENSA / ENSAM
17.64,17.73,11.72,10.9,PC,CPGE (Prépas)
18.39,13.58,18.91,8.09,PC,Medecine / Pharmacie
11.16,17.81,11.41,12.71,SVT,FST
11.84,15.6,14.13,16.14,SM-A,ENSA / ENSAM
13.86,13.86,15.69,11.85,SM-B,ENSA / ENSAM
14.0,12.48,20.0,14.26,PC,FST
14.98,13.84,14.41,8.74,Eco-Gestion,ENSA / ENSAM
19.03,19.5,9.98,10.69,SM-B,CPGE (Prépas)
12.47,10.62,12.75,13.66,SVT,FST
10.61,15.67,14.98,10.07,SM-A,ENSA / ENSAM
10.0,7.51,13.18,15.08,Eco-Gestion,Faculté (Licence Fondamentale)
10.81,19.17,13.42,15.08,SM-B,ENSA / ENSAM
12.9,15.43,17.38,16.07,SM-B,ENSA / ENSAM
18.38,14.42,15.32,15.88,PC,ENSA / ENSAM
11.45,17.29,13.63,9.02,SM-B,ENSA / ENSAM
13.67,15.42,18.03,16.44,SM-A,ENSA / ENSAM
12.95,13.78,12.66,16.82,SM-A,FST
16.57,13.73,16.02,11.15,SM-B,ENSA / ENSAM
20.0,17.23,14.46,16.43,PC,CPGE (Prépas)
11.41,12.55,11.76,7.09,Eco-Gestion,FST
11.53,5.39,10.34,13.74,Eco-Gestion,FST
16.13,11.75,13.82,14.68,PC,FST
15.05,13.69,10.59,15.34,SVT,FST
18.54,13.65,14.29,17.94,SM-A,ENSA / ENSAM
14.75,12.2,11.38,19.92,SVT,FST
11.92,11.2,17.59,17.99,PC,FST
14.77,11.03,13.58,10.05,SVT,FST
16.33,12.63,16.77,15.4,PC,FST
15.46,15.36,15.71,12.8,Eco-Gestion,CPGE (Prépas)
14.52,15.58,9.97,15.71,Eco-Gestion,CPGE (Prépas)
16.2,12.62,12.34,14.27,SVT,FST
16.51,7.19,7.63,13.31,SVT,FST
17.15,12.63,16.66,15.61,SM-A,FST
14.95,12.98,7.64,17.14,Eco-Gestion,ENCG
12.5,20.0,15.29,14.53,SM-A,ENSA / ENSAM
13.44,12.61,12.59,12.64,SVT,FST
16.62,13.93,17.81,20.0,PC,ENSA / ENSAM
10.55,7.8,10.69,9.46,Eco-Gestion,Faculté (Licence Fondamentale)
14.11,17.18,14.82,8.67,PC,CPGE (Prépas)
11.82,17.28,18.49,14.99,SM-A,ENSA / ENSAM
13.09,16.41,15.82,17.24,SM-A,ENSA / ENSAM
16.84,14.25,14.78,11.64,SM-B,ENSA / ENSAM
13.57,8.5,10.01,16.32,Eco-Gestion,ENCG
13.14,13.7,12.93,13.44,Eco-Gestion,ENCG
10.0,17.05,13.4,12.07,SM-A,ENSA / ENSAM
15.24,14.38,16.56,13.96,PC,ENSA / ENSAM
14.94,11.58,9.87,20.0,Eco-Gestion,ENCG
19.49,17.81,15.83,12.3,SM-A,Medecine / Pharmacie
12.08,15.1,14.74,13.88,SM-B,ENSA / ENSAM
13.66,6.36,6.29,11.09,SVT,FST
13.75,12.62,10.28,17.43,Eco-Gestion,ENCG
17.73,7.55,8.75,17.56,SVT,FST
12.71,14.26,17.77,19.15,PC,ENSA / ENSAM
13.84,14.61,14.8,12.18,SM-B,ENSA / ENSAM
14.82,6.14,10.07,15.64,Eco-Gestion,ENCG
13.56,13.62,12.86,11.87,SVT,FST
11.66,10.03,14.81,11.51,SVT,FST
13.58,16.59,15.33,17.39,SM-A,ENSA / ENSAM
16.22,14.91,7.11,9.44,SVT,FST
10.0,15.16,15.87,11.63,PC,ENSA / ENSAM
13.4,15.05,11.56,13.16,SVT,FST
10.9,15.56,15.25,17.71,PC,ENSA / ENSAM
16.59,12.42,17.31,17.3,PC,FST
